shop,product_id,handle,title,variant_id,sku
rtp0h2-cv.myshopify.com,10142035050843,borastapeter-falsterbo-iii-countryside-morning-gruen-7678,Countryside Morning 7678,51540481212763,2015443
rtp0h2-cv.myshopify.com,10142085841243,borastapeter-linen-cream-linen-weiss-4304,Cream Linen 4304,51540584005979,2016164
rtp0h2-cv.myshopify.com,10142130930011,borastapeter-graphics-cube-2090787,Cube 4745,51540693844315,2090787
rtp0h2-cv.myshopify.com,10142131192155,borastapeter-graphics-cube-2090788,Cube 4746,51540694040923,2090788
rtp0h2-cv.myshopify.com,10142131487067,borastapeter-graphics-cube-2090789,Cube 4747,51540694368603,2090789
rtp0h2-cv.myshopify.com,10142131781979,borastapeter-graphics-cube-2090790,Cube 4748,51540694696283,2090790
rtp0h2-cv.myshopify.com,10140734783835,brand-mc-kenzie-tropical-daze-curious-skies-black-white-schwarz-bmtd001-07a,Curious Skies Black & White BMTD001/07A,51532076220763,2077180
rtp0h2-cv.myshopify.com,10140734849371,brand-mc-kenzie-tropical-daze-curious-skies-midnight-blue-schwarz-bmtd001-07b,Curious Skies Midnight Blue BMTD001/07B,51532077793627,2077179
rtp0h2-cv.myshopify.com,10140734980443,brand-mc-kenzie-tropical-daze-curious-skies-pink-aqua-gruen-bmtd001-07c,Curious Skies Pink & Aqua BMTD001/07C,51532078416219,2077181
rtp0h2-cv.myshopify.com,10142128144731,borastapeter-graphics-curve-2090776,Curve 4734,51540690698587,2090776
rtp0h2-cv.myshopify.com,10142128275803,borastapeter-graphics-curve-2090777,Curve 4735,51540690829659,2090777
rtp0h2-cv.myshopify.com,10142320558427,coordonne_aracne_daffodils_a00308,Daffodils A00308,51541271871835,2061819
rtp0h2-cv.myshopify.com,10142320558427,coordonne_aracne_daffodils_a00308,Daffodils A00308,51541271904603,2061905
rtp0h2-cv.myshopify.com,10142320755035,coordonne_aracne_daffodils_a00309,Daffodils A00309,51541272101211,2061820
rtp0h2-cv.myshopify.com,10142320755035,coordonne_aracne_daffodils_a00309,Daffodils A00309,51541272133979,2061906
rtp0h2-cv.myshopify.com,10142125031771,borastapeter-swedish-grace-dagmar-5526,Dagmar  5526,51540682211675,2090410
rtp0h2-cv.myshopify.com,10142125097307,borastapeter-swedish-grace-dagmar-5527,Dagmar  5527,51540682277211,2090411
rtp0h2-cv.myshopify.com,10142125261147,borastapeter-swedish-grace-dagmar-5528,Dagmar  5528,51540682408283,2090412
rtp0h2-cv.myshopify.com,10142133551451,borastapeter-blue-white-dahlia-garden-2093429,Dahlia Garden 6141,51540698464603,2093429
rtp0h2-cv.myshopify.com,10142033707355,borastapeter-falsterbo-iii-dahlia-garden-blau-7664,Dahlia Garden 7664,51540475642203,2015429
rtp0h2-cv.myshopify.com,10142033805659,borastapeter-falsterbo-iii-dahlia-garden-beige-7665,Dahlia Garden 7665,51540476526939,2015430
rtp0h2-cv.myshopify.com,10142140399963,borastapeter-icons-dahlia-garden-2100319,Dahlia Garden 7665,51540711866715,2100319
rtp0h2-cv.myshopify.com,10142033871195,borastapeter-falsterbo-iii-dahlia-garden-gruen-7666,Dahlia Garden 7666,51540476592475,2015431
rtp0h2-cv.myshopify.com,10142140432731,borastapeter-icons-dahlia-garden-2100320,Dahlia Garden 7666,51540711932251,2100320
rtp0h2-cv.myshopify.com,10142068441435,borastapeter-falsterbo-iii-dahlia-garden-rot-7688,Dahlia Garden 7688,51540541243739,2016013
rtp0h2-cv.myshopify.com,10142068572507,borastapeter-falsterbo-iii-dahlia-garden-braun-7689,Dahlia Garden 7689,51540541374811,2016014
rtp0h2-cv.myshopify.com,10142140531035,borastapeter-icons-dahlia-garden-2100321,Dahlia Garden 7689,51540711997787,2100321
rtp0h2-cv.myshopify.com,10142068638043,borastapeter-falsterbo-iii-dahlia-garden-blau-7690,Dahlia Garden 7690,51540541473115,2016015
rtp0h2-cv.myshopify.com,10142140563803,borastapeter-icons-dahlia-garden-2100322,Dahlia Garden 7690,51540712030555,2100322
rtp0h2-cv.myshopify.com,10142120313179,borastapeter-orangeri-dahliadroem-pink-2090325,Dahliadröm 5718,51540670054747,2090325
rtp0h2-cv.myshopify.com,10142120411483,borastapeter-orangeri-dahliadroem-braun-2090326,Dahliadröm 5719,51540670120283,2090326
rtp0h2-cv.myshopify.com,10142120509787,borastapeter-orangeri-dahliadroem-beige-2090327,Dahliadröm 5720,51540670218587,2090327
rtp0h2-cv.myshopify.com,10142032462171,borastapeter-falsterbo-iii-daisy-schwarz-7652,Daisy 7652,51540473020763,2015417
rtp0h2-cv.myshopify.com,10142032560475,borastapeter-falsterbo-iii-daisy-beige-7653,Daisy 7653,51540473119067,2015418
rtp0h2-cv.myshopify.com,10142032757083,borastapeter-falsterbo-iii-daisy-gruen-7654,Daisy 7654,51540473282907,2015419
rtp0h2-cv.myshopify.com,10142032789851,borastapeter-falsterbo-iii-daisy-grau-7655,Daisy 7655,51540474102107,2015420
rtp0h2-cv.myshopify.com,10142032855387,borastapeter-falsterbo-iii-daisy-grau-7656,Daisy 7656,51540474167643,2015421
rtp0h2-cv.myshopify.com,10142039671131,borastapeter-eastern-simplicity-dancing-crane-braun-3127,Dancing Crane 3127,51540493926747,2015650
rtp0h2-cv.myshopify.com,10142039769435,borastapeter-eastern-simplicity-dancing-crane-blau-3128,Dancing Crane 3128,51540494025051,2015651
rtp0h2-cv.myshopify.com,10142039867739,borastapeter-eastern-simplicity-dancing-crane-blau-3129,Dancing Crane 3129,51540494156123,2015652
rtp0h2-cv.myshopify.com,10142142234971,borastapeter-icons-dancing-crane-2100341,Dancing Crane 3129,51540713963867,2100341
rtp0h2-cv.myshopify.com,10142039966043,borastapeter-eastern-simplicity-dancing-crane-grau-3130,Dancing Crane 3130,51540494254427,2015653
rtp0h2-cv.myshopify.com,10142089871707,borastapeter-linen-deep-lake-blau-4328,Deep Lake 4328,51540591739227,2016188
rtp0h2-cv.myshopify.com,10142109696347,borastapeter-pigment-desert-sand-gelb-7580,Desert Sand 7580,51540634960219,2078011
rtp0h2-cv.myshopify.com,10142129389915,borastapeter-graphics-diamonds-2090781,Diamonds 4739,51540692009307,2090781
rtp0h2-cv.myshopify.com,10142129586523,borastapeter-graphics-diamonds-2090782,Diamonds 4740,51540692205915,2090782
rtp0h2-cv.myshopify.com,10142129914203,borastapeter-graphics-diamonds-2090783,Diamonds 4741,51540692468059,2090783
rtp0h2-cv.myshopify.com,10142124736859,borastapeter-swedish-grace-diana-5524,Diana  5524,51540681916763,2090408
rtp0h2-cv.myshopify.com,10142124966235,borastapeter-swedish-grace-diana-5525,Diana  5525,51540682146139,2090409
rtp0h2-cv.myshopify.com,10142089216347,borastapeter-linen-dim-linen-grau-4322,Dim Linen 4322,51540590854491,2016182
rtp0h2-cv.myshopify.com,10142320886107,coordonne_aracne_donana_a00316,Doñana A00316,51541272265051,2061826
rtp0h2-cv.myshopify.com,10142320886107,coordonne_aracne_donana_a00316,Doñana A00316,51541272297819,2061912
rtp0h2-cv.myshopify.com,10142321017179,coordonne_aracne_donana_a00317,Doñana A00317,51541272428891,2061827
rtp0h2-cv.myshopify.com,10142321017179,coordonne_aracne_donana_a00317,Doñana A00317,51541272461659,2061913
rtp0h2-cv.myshopify.com,10142321181019,coordonne_aracne_donana_a00318,Doñana A00318,51541273346395,2061828
rtp0h2-cv.myshopify.com,10142321181019,coordonne_aracne_donana_a00318,Doñana A00318,51541273379163,2061914
rtp0h2-cv.myshopify.com,10142088921435,borastapeter-linen-dove-grey-grau-4320,Dove Grey 4320,51540589871451,2016180
rtp0h2-cv.myshopify.com,10140731277659,brand-mc-kenzie-heart-deco-downtown-deco-indigo-blau-bmhd002-02a,Downtown Deco Indigo BMHD002/02A,51531978146139,2077136
rtp0h2-cv.myshopify.com,10140731310427,brand-mc-kenzie-heart-deco-downtown-deco-miami-mint-gruen-bmhd002-02b,Downtown Deco Miami Mint BMHD002/02B,51531978244443,2077137
rtp0h2-cv.myshopify.com,10140731375963,brand-mc-kenzie-heart-deco-downtown-deco-pastel-blue-blau-bmhd002-02c,Downtown Deco Pastel Blue BMHD002/02C,51531978375515,2077138
rtp0h2-cv.myshopify.com,10142186733915,coordonne_artisan_drapery_b00251,Drapery B00251N,51540847755611,2091313
rtp0h2-cv.myshopify.com,10142320558427,coordonne_aracne_daffodils_a00308,Daffodils A00308,51541271871835,2061819
rtp0h2-cv.myshopify.com,10142320558427,coordonne_aracne_daffodils_a00308,Daffodils A00308,51541271904603,2061905
rtp0h2-cv.myshopify.com,10142320755035,coordonne_aracne_daffodils_a00309,Daffodils A00309,51541272101211,2061820
rtp0h2-cv.myshopify.com,10142320755035,coordonne_aracne_daffodils_a00309,Daffodils A00309,51541272133979,2061906
rtp0h2-cv.myshopify.com,10142320886107,coordonne_aracne_donana_a00316,Doñana A00316,51541272265051,2061826
rtp0h2-cv.myshopify.com,10142320886107,coordonne_aracne_donana_a00316,Doñana A00316,51541272297819,2061912
rtp0h2-cv.myshopify.com,10142321017179,coordonne_aracne_donana_a00317,Doñana A00317,51541272428891,2061827
rtp0h2-cv.myshopify.com,10142321017179,coordonne_aracne_donana_a00317,Doñana A00317,51541272461659,2061913
rtp0h2-cv.myshopify.com,10142321181019,coordonne_aracne_donana_a00318,Doñana A00318,51541273346395,2061828
rtp0h2-cv.myshopify.com,10142321181019,coordonne_aracne_donana_a00318,Doñana A00318,51541273379163,2061914
rtp0h2-cv.myshopify.com,10142321410395,coordonne_aracne_edo_a00310,Edo A00310,51541274034523,2061907
rtp0h2-cv.myshopify.com,10142321410395,coordonne_aracne_edo_a00310,Edo A00310,51541274067291,2061821
rtp0h2-cv.myshopify.com,10142321574235,coordonne_aracne_edo_a00311,Edo A00311,51541274263899,2061822
rtp0h2-cv.myshopify.com,10142321574235,coordonne_aracne_edo_a00311,Edo A00311,51541274296667,2061908
rtp0h2-cv.myshopify.com,10142321738075,coordonne_aracne_edo_a00312,Edo A00312,51541274624347,2061866
rtp0h2-cv.myshopify.com,10142321738075,coordonne_aracne_edo_a00312,Edo A00312,51541274657115,2061909
rtp0h2-cv.myshopify.com,10142321967451,coordonne_aracne_garzas_a00319,Garzas A00319,51541274886491,2061829
rtp0h2-cv.myshopify.com,10142321967451,coordonne_aracne_garzas_a00319,Garzas A00319,51541274919259,2061915
rtp0h2-cv.myshopify.com,10142322065755,coordonne_aracne_garzas_a00320,Garzas A00320,51541275050331,2061830
rtp0h2-cv.myshopify.com,10142322065755,coordonne_aracne_garzas_a00320,Garzas A00320,51541275083099,2061916
rtp0h2-cv.myshopify.com,10142322295131,coordonne_aracne_heoridas-a_a00336,Heoridas a A00336,51541275312475,2061846
rtp0h2-cv.myshopify.com,10142322295131,coordonne_aracne_heoridas-a_a00336,Heoridas a A00336,51541275345243,2061932
