product_id,handle,product_title,variant_id,variant_title,sku
10138655621467,borastapeter-shades-canvas-olive-2095184,Canvas Olive 6130,51521690304859,Default Title,2095184
10138655687003,borastapeter-shades-canvas-oyster-2095177,Canvas Oyster 6123,51521690370395,Default Title,2095177
10138655719771,borastapeter-shades-canvas-rose-2095179,Canvas Rose 6125,51521690435931,Default Title,2095179
10138655818075,borastapeter-shades-canvas-sepia-2095176,Canvas Sepia 6122,51521690567003,Default Title,2095176
10138655850843,borastapeter-shades-canvas-shimmer-2095169,Canvas Shimmer 6115,51521690632539,Default Title,2095169
10138655981915,borastapeter-shades-canvas-taupe-2095178,Canvas Taupe 6124,51521690763611,Default Title,2095178
10138656080219,borastapeter-shades-canvas-walnut-2095175,Canvas Walnut 6121,51521690894683,Default Title,2095175
10138656145755,borastapeter-shades-canvas-yellow-2095180,Canvas Yellow 6126,51521691025755,Default Title,2095180
10138611089755,borastapeter-new-heritage-carnation-garden-4834-gruen-4834,Carnation Garden 4834,51521430323547,Default Title,2073812
10138611155291,borastapeter-new-heritage-carnation-garden-7235-grau-7235,Carnation Garden 7235,51521430421851,Default Title,2073831
10140728951131,brand-mc-kenzie-carnival-fever-carnival-map-gruen-bmcf003-03a,Carnival Map Eau De Nil BMCF003/03A,51531966939483,Default Title,2077673
10140716663131,brand-mc-kenzie-carnival-fever-carnival-map-gruen-bmcf003-03b,Carnival Map Grass Green BMCF003/03B,51531892261211,Default Title,2077674
10140695069019,brand-mc-kenzie-carnival-fever-carnival-map-blau-bmcf003-03c,Carnival Map Jade BMCF003/03C,51531740578139,Default Title,2077675
10140694905179,brand-mc-kenzie-carnival-fever-carnival-map-gruen-bmcf003-03d,Carnival Map Sapphire BMCF003/03D,51531740315995,Default Title,2077676
10140729278811,brand-mc-kenzie-carnival-fever-carousel-blau-bmcf003-04a,Carousel Blue BMCF003/04A,51531967758683,Default Title,2077677
10140729147739,brand-mc-kenzie-carnival-fever-carousel-beige-bmcf003-04b,Carousel Linen BMCF003/04B,51531967463771,Default Title,2077678
10140729049435,brand-mc-kenzie-carnival-fever-carousel-pink-rosa-bmcf003-04c,Carousel Pink BMCF003/04C,51531967201627,Default Title,2077679
10140731212123,brand-mc-kenzie-heart-deco-charleston-tower-pastel-multi-rosa-bmhd002-01a,Charleston Tower Pastel Multi BMHD002/01A,51531977916763,Default Title,2077134
10140731244891,brand-mc-kenzie-heart-deco-charleston-tower-vintage-multi-beige-bmhd002-01b,Charleston Tower Vintage Multi BMHD002/01B,51531978015067,Default Title,2077135
10138603815259,borastapeter-icons-charlie-2100333,Charlie 6290,51521391100251,Default Title,2100333
10138603749723,borastapeter-icons-charlie-2100334,Charlie 6291,51521391034715,Default Title,2100334
10138639270235,borastapeter-pigment-china-white-weiss-7546,China White 7546,51521655538011,Default Title,2077984
10138629210459,borastapeter-orangeri-citrontraed-gruen-2090308,Citronträd 5701,51521637679451,Default Title,2090308
10138629046619,borastapeter-orangeri-citrontraed-weiss-2090309,Citronträd 5702,51521637515611,Default Title,2090309
10138628915547,borastapeter-orangeri-citrontraed-multicolor-2090310,Citronträd 5703,51521635909979,Default Title,2090310
10138587234651,borastapeter-blue-white-citrontraed-2093437,Citronträd 6149,51521336541531,Default Title,2093437
10138608304475,borastapeter-linen-cloudy-linen-blau-4329,Cloudy Linen 4329,51521425834331,Default Title,2016189
10138639401307,borastapeter-pigment-copper-green-gruen-7557,Copper Green 7557,51521655701851,Default Title,2077995
10138588250459,borastapeter-borosan-hem-cornelia-38740,Cornelia 38740,51521337557339,Default Title,2079272
10138588217691,borastapeter-borosan-hem-cornelia-38741,Cornelia 38741,51521337524571,Default Title,2079273
10138601718107,borastapeter-graphics-cosmopolitan-2090796,Cosmopolitan 4754,51521382777179,Default Title,2090796
10138601685339,borastapeter-graphics-cosmopolitan-2090797,Cosmopolitan 4755,51521382482267,Default Title,2090797
10138587300187,borastapeter-blue-white-countryside-morning-2093430,Countryside Morning 6142,51521336639835,Default Title,2093430
10138598343003,borastapeter-falsterbo-iii-countryside-morning-grau-7677,Countryside Morning 7677,51521369473371,Default Title,2015442
10138598310235,borastapeter-falsterbo-iii-countryside-morning-gruen-7678,Countryside Morning 7678,51521369440603,Default Title,2015443
10138608370011,borastapeter-linen-cream-linen-weiss-4304,Cream Linen 4304,51521425932635,Default Title,2016164
10138601881947,borastapeter-graphics-cube-2090787,Cube 4745,51521383792987,Default Title,2090787
10138601849179,borastapeter-graphics-cube-2090788,Cube 4746,51521383760219,Default Title,2090788
10138601816411,borastapeter-graphics-cube-2090789,Cube 4747,51521383563611,Default Title,2090789
10138601750875,borastapeter-graphics-cube-2090790,Cube 4748,51521383203163,Default Title,2090790
10140734783835,brand-mc-kenzie-tropical-daze-curious-skies-black-white-schwarz-bmtd001-07a,Curious Skies Black & White BMTD001/07A,51532076220763,Default Title,2077180
10140734849371,brand-mc-kenzie-tropical-daze-curious-skies-midnight-blue-schwarz-bmtd001-07b,Curious Skies Midnight Blue BMTD001/07B,51532077793627,Default Title,2077179
10140734980443,brand-mc-kenzie-tropical-daze-curious-skies-pink-aqua-gruen-bmtd001-07c,Curious Skies Pink & Aqua BMTD001/07C,51532078416219,Default Title,2077181
10138602013019,borastapeter-graphics-curve-2090776,Curve 4734,51521384055131,Default Title,2090776
10138601980251,borastapeter-graphics-curve-2090777,Curve 4735,51521383989595,Default Title,2090777
10138659979611,borastapeter-swedish-grace-dagmar-5526,Dagmar 5526,51521700987227,Default Title,2090410
10138659946843,borastapeter-swedish-grace-dagmar-5527,Dagmar 5527,51521700921691,Default Title,2090411
10138659881307,borastapeter-swedish-grace-dagmar-5528,Dagmar 5528,51521700823387,Default Title,2090412
10138587365723,borastapeter-blue-white-dahlia-garden-2093429,Dahlia Garden 6141,51521336770907,Default Title,2093429
10138598834523,borastapeter-falsterbo-iii-dahlia-garden-blau-7664,Dahlia Garden 7664,51521370227035,Default Title,2015429
10138598670683,borastapeter-falsterbo-iii-dahlia-garden-beige-7665,Dahlia Garden 7665,51521369866587,Default Title,2015430
10138604044635,borastapeter-icons-dahlia-garden-2100319,Dahlia Garden 7665,51521391952219,Default Title,2100319
10138598572379,borastapeter-falsterbo-iii-dahlia-garden-gruen-7666,Dahlia Garden 7666,51521369735515,Default Title,2015431
10138603979099,borastapeter-icons-dahlia-garden-2100320,Dahlia Garden 7666,51521391821147,Default Title,2100320
10138598474075,borastapeter-falsterbo-iii-dahlia-garden-rot-7688,Dahlia Garden 7688,51521369604443,Default Title,2016013
10138598441307,borastapeter-falsterbo-iii-dahlia-garden-braun-7689,Dahlia Garden 7689,51521369571675,Default Title,2016014
10138603913563,borastapeter-icons-dahlia-garden-2100321,Dahlia Garden 7689,51521391264091,Default Title,2100321
10138598375771,borastapeter-falsterbo-iii-dahlia-garden-blau-7690,Dahlia Garden 7690,51521369506139,Default Title,2016015
10138603880795,borastapeter-icons-dahlia-garden-2100322,Dahlia Garden 7690,51521391198555,Default Title,2100322
10138629603675,borastapeter-orangeri-dahliadroem-pink-2090325,Dahliadröm 5718,51521638170971,Default Title,2090325
10138629472603,borastapeter-orangeri-dahliadroem-braun-2090326,Dahliadröm 5719,51521638007131,Default Title,2090326
10138629308763,borastapeter-orangeri-dahliadroem-beige-2090327,Dahliadröm 5720,51521637810523,Default Title,2090327
10138599096667,borastapeter-falsterbo-iii-daisy-schwarz-7652,Daisy 7652,51521370456411,Default Title,2015417
10138599063899,borastapeter-falsterbo-iii-daisy-beige-7653,Daisy 7653,51521370423643,Default Title,2015418
10138599031131,borastapeter-falsterbo-iii-daisy-gruen-7654,Daisy 7654,51521370390875,Default Title,2015419
10138598965595,borastapeter-falsterbo-iii-daisy-grau-7655,Daisy 7655,51521370325339,Default Title,2015420
10138598932827,borastapeter-falsterbo-iii-daisy-grau-7656,Daisy 7656,51521370292571,Default Title,2015421
10138596409691,borastapeter-eastern-simplicity-dancing-crane-braun-3127,Dancing Crane 3127,51521366458715,Default Title,2015650
10138596376923,borastapeter-eastern-simplicity-dancing-crane-blau-3128,Dancing Crane 3128,51521366425947,Default Title,2015651
10138596344155,borastapeter-eastern-simplicity-dancing-crane-blau-3129,Dancing Crane 3129,51521366360411,Default Title,2015652
10138604077403,borastapeter-icons-dancing-crane-2100341,Dancing Crane 3129,51521392017755,Default Title,2100341
10138596278619,borastapeter-eastern-simplicity-dancing-crane-grau-3130,Dancing Crane 3130,51521366294875,Default Title,2015653
